+-------+-----+-----+-----+-----+-----+--------+----------------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+-----------+------------+--------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                     URI                      |  MIN   |  MAX   |   SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)   | AVG(BODY) |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/tanakahideki1/icon                 | 0.156  | 0.156  | 0.156   | 0.156  | 0.156  | 0.156  | 0.156  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/harukawatanabe0/icon               | 0.108  | 0.108  | 0.108   | 0.108  | 0.108  | 0.108  | 0.108  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yoichiogawa0/icon                  | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yamamotosayuri0/icon               | 0.448  | 0.448  | 0.448   | 0.448  | 0.448  | 0.448  | 0.448  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/mituru710/icon                     | 0.144  | 0.144  | 0.144   | 0.144  | 0.144  | 0.144  | 0.144  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7540/livecomment/1123/report | 0.456  | 0.456  | 0.456   | 0.456  | 0.456  | 0.456  | 0.456  | 0.000  | 2541.000  | 2541.000   | 2541.000     | 2541.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/satomi280/icon                     | 0.028  | 0.028  | 0.028   | 0.028  | 0.028  | 0.028  | 0.028  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yutamatsumoto0/icon                | 0.304  | 0.304  | 0.304   | 0.304  | 0.304  | 0.304  | 0.304  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/hiroshisuzuki1/icon                | 0.080  | 0.080  | 0.080   | 0.080  | 0.080  | 0.080  | 0.080  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yasuhirohashimoto0/icon            | 0.044  | 0.044  | 0.044   | 0.044  | 0.044  | 0.044  | 0.044  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/lyamashita0/icon                   | 0.072  | 0.072  | 0.072   | 0.072  | 0.072  | 0.072  | 0.072  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/jsasaki0/icon                      | 0.132  | 0.132  | 0.132   | 0.132  | 0.132  | 0.132  | 0.132  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/suzukiyuta0/icon                   | 0.156  | 0.156  | 0.156   | 0.156  | 0.156  | 0.156  | 0.156  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/gogawa0/icon                       | 0.044  | 0.044  | 0.044   | 0.044  | 0.044  | 0.044  | 0.044  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/suzukimaaya1/icon                  | 0.172  | 0.172  | 0.172   | 0.172  | 0.172  | 0.172  | 0.172  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7549/livecomment             | 0.260  | 0.260  | 0.260   | 0.260  | 0.260  | 0.260  | 0.260  | 0.000  | 1953.000  | 1953.000   | 1953.000     | 1953.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/maisasaki0/icon                    | 0.316  | 0.316  | 0.316   | 0.316  | 0.316  | 0.316  | 0.316  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7542/moderate                | 3.012  | 3.012  | 3.012   | 3.012  | 3.012  | 3.012  | 3.012  | 0.000  | 23.000    | 23.000     | 23.000       | 23.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/skobayashi0/icon                   | 0.028  | 0.028  | 0.028   | 0.028  | 0.028  | 0.028  | 0.028  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/matsudanaoko0/icon                 | 0.084  | 0.084  | 0.084   | 0.084  | 0.084  | 0.084  | 0.084  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7540/livecomment             | 0.212  | 0.212  | 0.212   | 0.212  | 0.212  | 0.212  | 0.212  | 0.000  | 1849.000  | 1849.000   | 1849.000     | 1849.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/sayurikobayashi0/icon              | 0.444  | 0.444  | 0.444   | 0.444  | 0.444  | 0.444  | 0.444  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/matsumotonaoko0/icon               | 0.160  | 0.160  | 0.160   | 0.160  | 0.160  | 0.160  | 0.160  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/wnakagawa0/icon                    | 0.152  | 0.152  | 0.152   | 0.152  | 0.152  | 0.152  | 0.152  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/fnakamura0/icon                    | 0.032  | 0.032  | 0.032   | 0.032  | 0.032  | 0.032  | 0.032  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/nsakamoto0/icon                    | 0.028  | 0.028  | 0.028   | 0.028  | 0.028  | 0.028  | 0.028  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/vishikawa0/icon                    | 0.032  | 0.032  | 0.032   | 0.032  | 0.032  | 0.032  | 0.032  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/minoru110/icon                     | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/sgoto0/icon                        | 0.200  | 0.200  | 0.200   | 0.200  | 0.200  | 0.200  | 0.200  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7523/ngwords                 | 0.080  | 0.080  | 0.080   | 0.080  | 0.080  | 0.080  | 0.080  | 0.000  | 5.000     | 5.000      | 5.000        | 5.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7523/report                  | 0.104  | 0.104  | 0.104   | 0.104  | 0.104  | 0.104  | 0.104  | 0.000  | 2789.000  | 2789.000   | 2789.000     | 2789.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | DELETE | /api/livestream/7546/exit                    | 0.164  | 0.164  | 0.164   | 0.164  | 0.164  | 0.164  | 0.164  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/ihayashi0/icon                     | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7532/enter                   | 0.492  | 0.492  | 0.492   | 0.492  | 0.492  | 0.492  | 0.492  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/sasakimai0/icon                    | 0.272  | 0.272  | 0.272   | 0.272  | 0.272  | 0.272  | 0.272  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/kimurakenichi0/icon                | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/wsato0/icon                        | 0.096  | 0.096  | 0.096   | 0.096  | 0.096  | 0.096  | 0.096  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/jun240/icon                        | 0.096  | 0.096  | 0.096   | 0.096  | 0.096  | 0.096  | 0.096  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/ikedayoko0/icon                    | 0.092  | 0.092  | 0.092   | 0.092  | 0.092  | 0.092  | 0.092  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7539/livecomment/1119/report | 0.172  | 0.172  | 0.172   | 0.172  | 0.172  | 0.172  | 0.172  | 0.000  | 2616.000  | 2616.000   | 2616.000     | 2616.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/wwatanabe0/icon                    | 0.040  | 0.040  | 0.040   | 0.040  | 0.040  | 0.040  | 0.040  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/jnakamura0/icon                    | 0.296  | 0.296  | 0.296   | 0.296  | 0.296  | 0.296  | 0.296  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | DELETE | /api/livestream/7534/exit                    | 0.084  | 0.084  | 0.084   | 0.084  | 0.084  | 0.084  | 0.084  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7548/livecomment             | 0.272  | 0.272  | 0.272   | 0.272  | 0.272  | 0.272  | 0.272  | 0.000  | 1970.000  | 1970.000   | 1970.000     | 1970.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/tanakashohei1/icon                 | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  | 0.036  | 0.036  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/esato0/icon                        | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/mkondo0/icon                       | 0.252  | 0.252  | 0.252   | 0.252  | 0.252  | 0.252  | 0.252  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7539/livecomment             | 0.340  | 0.340  | 0.340   | 0.340  | 0.340  | 0.340  | 0.340  | 0.000  | 1900.000  | 1900.000   | 1900.000     | 1900.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/kanasaito0/icon                    | 0.084  | 0.084  | 0.084   | 0.084  | 0.084  | 0.084  | 0.084  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7529/enter                   | 0.152  | 0.152  | 0.152   | 0.152  | 0.152  | 0.152  | 0.152  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7534/enter                   | 0.584  | 0.584  | 0.584   | 0.584  | 0.584  | 0.584  | 0.584  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/saitomituru0/icon                  | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yumiko680/icon                     | 0.120  | 0.120  | 0.120   | 0.120  | 0.120  | 0.120  | 0.120  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yamamotohiroshi0/icon              | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  | 0.036  | 0.036  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7524/ngwords                 | 0.468  | 0.468  | 0.468   | 0.468  | 0.468  | 0.468  | 0.468  | 0.000  | 5.000     | 5.000      | 5.000        | 5.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/akemi230/icon                      | 0.064  | 0.064  | 0.064   | 0.064  | 0.064  | 0.064  | 0.064  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/akemi540/icon                      | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7523/moderate                | 2.804  | 2.804  | 2.804   | 2.804  | 2.804  | 2.804  | 2.804  | 0.000  | 23.000    | 23.000     | 23.000       | 23.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/maayamatsumoto0/icon               | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  | 0.036  | 0.036  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/jun320/icon                        | 0.080  | 0.080  | 0.080   | 0.080  | 0.080  | 0.080  | 0.080  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/tsubasasuzuki0/icon                | 0.040  | 0.040  | 0.040   | 0.040  | 0.040  | 0.040  | 0.040  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/naokoaoki0/icon                    | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  | 0.036  | 0.036  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7542/report                  | 0.056  | 0.056  | 0.056   | 0.056  | 0.056  | 0.056  | 0.056  | 0.000  | 3.000     | 3.000      | 3.000        | 3.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7525/ngwords                 | 0.556  | 0.556  | 0.556   | 0.556  | 0.556  | 0.556  | 0.556  | 0.000  | 5.000     | 5.000      | 5.000        | 5.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7532/moderate                | 2.416  | 2.416  | 2.416   | 2.416  | 2.416  | 2.416  | 2.416  | 0.000  | 23.000    | 23.000     | 23.000       | 23.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | DELETE | /api/livestream/7530/exit                    | 0.080  | 0.080  | 0.080   | 0.080  | 0.080  | 0.080  | 0.080  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/hiroshi180/icon                    | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7533/moderate                | 2.972  | 2.972  | 2.972   | 2.972  | 2.972  | 2.972  | 2.972  | 0.000  | 23.000    | 23.000     | 23.000       | 23.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7532/report                  | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 3.000     | 3.000      | 3.000        | 3.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7532/ngwords                 | 0.104  | 0.104  | 0.104   | 0.104  | 0.104  | 0.104  | 0.104  | 0.000  | 5.000     | 5.000      | 5.000        | 5.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/fujiiatsushi0/icon                 | 0.092  | 0.092  | 0.092   | 0.092  | 0.092  | 0.092  | 0.092  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/inouekenichi0/icon                 | 0.104  | 0.104  | 0.104   | 0.104  | 0.104  | 0.104  | 0.104  | 0.000  | 77499.000 | 77499.000  | 77499.000    | 77499.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | DELETE | /api/livestream/7522/exit                    | 0.492  | 0.492  | 0.492   | 0.492  | 0.492  | 0.492  | 0.492  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/tomoyatakahashi0/icon              | 0.056  | 0.056  | 0.056   | 0.056  | 0.056  | 0.056  | 0.056  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7530/enter                   | 0.088  | 0.088  | 0.088   | 0.088  | 0.088  | 0.088  | 0.088  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/mgoto0/icon                        | 0.100  | 0.100  | 0.100   | 0.100  | 0.100  | 0.100  | 0.100  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/miki170/icon                       | 0.072  | 0.072  | 0.072   | 0.072  | 0.072  | 0.072  | 0.072  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/ryoheikobayashi0/icon              | 0.080  | 0.080  | 0.080   | 0.080  | 0.080  | 0.080  | 0.080  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7547/livecomment             | 0.316  | 0.316  | 0.316   | 0.316  | 0.316  | 0.316  | 0.316  | 0.000  | 1863.000  | 1863.000   | 1863.000     | 1863.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7528/ngwords                 | 0.088  | 0.088  | 0.088   | 0.088  | 0.088  | 0.088  | 0.088  | 0.000  | 5.000     | 5.000      | 5.000        | 5.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yutayoshida0/icon                  | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/livestream/7542/ngwords                 | 0.084  | 0.084  | 0.084   | 0.084  | 0.084  | 0.084  | 0.084  | 0.000  | 5.000     | 5.000      | 5.000        | 5.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7533/livecomment/1115/report | 0.536  | 0.536  | 0.536   | 0.536  | 0.536  | 0.536  | 0.536  | 0.000  | 2602.000  | 2602.000   | 2602.000     | 2602.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yoshidatomoya0/icon                | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  | 0.052  | 0.052  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/qendo0/icon                        | 0.156  | 0.156  | 0.156   | 0.156  | 0.156  | 0.156  | 0.156  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yuitakahashi0/theme                | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 38.000    | 38.000     | 38.000       | 38.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7546/enter                   | 0.104  | 0.104  | 0.104   | 0.104  | 0.104  | 0.104  | 0.104  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/haruka030/icon                     | 0.076  | 0.076  | 0.076   | 0.076  | 0.076  | 0.076  | 0.076  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/chiyo370/icon                      | 0.124  | 0.124  | 0.124   | 0.124  | 0.124  | 0.124  | 0.124  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/naoki090/icon                      | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/itoyumiko0/icon                    | 0.076  | 0.076  | 0.076   | 0.076  | 0.076  | 0.076  | 0.076  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/nnakamura0/icon                    | 0.212  | 0.212  | 0.212   | 0.212  | 0.212  | 0.212  | 0.212  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/ftakahashi0/icon                   | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/akira740/icon                      | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yokotakahashi0/icon                | 0.216  | 0.216  | 0.216   | 0.216  | 0.216  | 0.216  | 0.216  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | DELETE | /api/livestream/7526/exit                    | 0.280  | 0.280  | 0.280   | 0.280  | 0.280  | 0.280  | 0.280  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/manabusasaki0/icon                 | 0.248  | 0.248  | 0.248   | 0.248  | 0.248  | 0.248  | 0.248  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/pota0/icon                         | 0.292  | 0.292  | 0.292   | 0.292  | 0.292  | 0.292  | 0.292  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/zyamazaki0/icon                    | 0.072  | 0.072  | 0.072   | 0.072  | 0.072  | 0.072  | 0.072  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/satosatomi0/icon                   | 0.136  | 0.136  | 0.136   | 0.136  | 0.136  | 0.136  | 0.136  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7522/moderate                | 2.932  | 2.932  | 2.932   | 2.932  | 2.932  | 2.932  | 2.932  | 0.000  | 23.000    | 23.000     | 23.000       | 23.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/kobayashitsubasa0/icon             | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/kumikowatanabe0/icon               | 0.088  | 0.088  | 0.088   | 0.088  | 0.088  | 0.088  | 0.088  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/mikako290/icon                     | 0.220  | 0.220  | 0.220   | 0.220  | 0.220  | 0.220  | 0.220  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/ryoheiishikawa0/icon               | 0.152  | 0.152  | 0.152   | 0.152  | 0.152  | 0.152  | 0.152  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/kenichi870/icon                    | 0.152  | 0.152  | 0.152   | 0.152  | 0.152  | 0.152  | 0.152  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/vhashimoto0/icon                   | 0.040  | 0.040  | 0.040   | 0.040  | 0.040  | 0.040  | 0.040  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/yamashitamaaya0/icon               | 0.080  | 0.080  | 0.080   | 0.080  | 0.080  | 0.080  | 0.080  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/harukasuzuki0/icon                 | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  | 0.052  | 0.052  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/naokokondo0/icon                   | 0.080  | 0.080  | 0.080   | 0.080  | 0.080  | 0.080  | 0.080  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/ryosuke040/icon                    | 0.164  | 0.164  | 0.164   | 0.164  | 0.164  | 0.164  | 0.164  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/user/kazuyahasegawa0/icon               | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 6969.000  | 6969.000   | 6969.000     | 6969.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/livestream/7545/enter                   | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  | 0.052  | 0.052  | 0.000  | 0.000     | 0.000      | 0.000        | 0.000     |
